Algorithm,Connectivity,Steps,File,Start
Tremaux,60,25,M60_7.mz,"[0, 14"]
Modified,60,13,M60_7.mz,"[0, 14"]
Tremaux,60,309,M60_7.mz,"[2, 10"]
Modified,60,23,M60_7.mz,"[2, 10"]
Tremaux,60,45,M60_7.mz,"[4, 2"]
Modified,60,35,M60_7.mz,"[4, 2"]
Tremaux,60,162,M60_7.mz,"[6, 7"]
Modified,60,392,M60_7.mz,"[6, 7"]
Tremaux,60,386,M60_7.mz,"[7, 6"]
Modified,60,44,M60_7.mz,"[7, 6"]
Tremaux,60,414,M60_7.mz,"[7, 8"]
Modified,60,396,M60_7.mz,"[7, 8"]
Tremaux,60,88,M60_7.mz,"[8, 7"]
Modified,60,74,M60_7.mz,"[8, 7"]
Tremaux,60,429,M60_7.mz,"[10, 12"]
Modified,60,241,M60_7.mz,"[10, 12"]
Tremaux,60,245,M60_7.mz,"[12, 4"]
Modified,60,65,M60_7.mz,"[12, 4"]
Tremaux,60,327,M60_7.mz,"[14, 0"]
Modified,60,91,M60_7.mz,"[14, 0"]
Tremaux,60,35,M60_7.mz,"[14, 14"]
Modified,60,203,M60_7.mz,"[14, 14"]
Tremaux,60,12,M60_8.mz,"[0, 0"]
Modified,60,18,M60_8.mz,"[0, 0"]
Tremaux,60,356,M60_8.mz,"[0, 14"]
Modified,60,64,M60_8.mz,"[0, 14"]
Tremaux,60,200,M60_8.mz,"[2, 10"]
Modified,60,44,M60_8.mz,"[2, 10"]
Tremaux,60,290,M60_8.mz,"[4, 2"]
Modified,60,24,M60_8.mz,"[4, 2"]
Tremaux,60,301,M60_8.mz,"[6, 7"]
Modified,60,67,M60_8.mz,"[6, 7"]
Tremaux,60,459,M60_8.mz,"[7, 6"]
Modified,60,123,M60_8.mz,"[7, 6"]
Tremaux,60,311,M60_8.mz,"[7, 8"]
Modified,60,65,M60_8.mz,"[7, 8"]
Tremaux,60,381,M60_8.mz,"[8, 7"]
Modified,60,37,M60_8.mz,"[8, 7"]
Tremaux,60,436,M60_8.mz,"[10, 12"]
Modified,60,68,M60_8.mz,"[10, 12"]
Tremaux,60,58,M60_8.mz,"[12, 4"]
Modified,60,54,M60_8.mz,"[12, 4"]
Tremaux,60,32,M60_8.mz,"[14, 0"]
Modified,60,134,M60_8.mz,"[14, 0"]
Tremaux,60,126,M60_8.mz,"[14, 14"]
Modified,60,76,M60_8.mz,"[14, 14"]
Tremaux,60,365,M60_9.mz,"[0, 0"]
Modified,60,3,M60_9.mz,"[0, 0"]
Tremaux,60,173,M60_9.mz,"[0, 14"]
Modified,60,61,M60_9.mz,"[0, 14"]
Tremaux,60,73,M60_9.mz,"[2, 10"]
Modified,60,39,M60_9.mz,"[2, 10"]
Tremaux,60,61,M60_9.mz,"[4, 2"]
Modified,60,87,M60_9.mz,"[4, 2"]
Tremaux,60,332,M60_9.mz,"[6, 7"]
Modified,60,64,M60_9.mz,"[6, 7"]
Tremaux,60,46,M60_9.mz,"[7, 6"]
Modified,60,48,M60_9.mz,"[7, 6"]
Tremaux,60,132,M60_9.mz,"[7, 8"]
Modified,60,60,M60_9.mz,"[7, 8"]
Tremaux,60,276,M60_9.mz,"[8, 7"]
Modified,60,170,M60_9.mz,"[8, 7"]
Tremaux,60,127,M60_9.mz,"[10, 12"]
Modified,60,79,M60_9.mz,"[10, 12"]
Tremaux,60,377,M60_9.mz,"[12, 4"]
Modified,60,101,M60_9.mz,"[12, 4"]
Tremaux,60,309,M60_9.mz,"[14, 0"]
Modified,60,97,M60_9.mz,"[14, 0"]
Tremaux,60,175,M60_9.mz,"[14, 14"]
Modified,60,125,M60_9.mz,"[14, 14"]
Tremaux,100,152,M100_1.mz,"[0, 13"]
Modified,100,68,M100_1.mz,"[0, 13"]
Tremaux,100,112,M100_1.mz,"[1, 0"]
Modified,100,100,M100_1.mz,"[1, 0"]
Tremaux,100,33,M100_1.mz,"[1, 11"]
Modified,100,65,M100_1.mz,"[1, 11"]
Tremaux,100,83,M100_1.mz,"[3, 1"]
Modified,100,111,M100_1.mz,"[3, 1"]
Tremaux,100,376,M100_1.mz,"[6, 7"]
Modified,100,42,M100_1.mz,"[6, 7"]
Tremaux,100,404,M100_1.mz,"[7, 6"]
Modified,100,28,M100_1.mz,"[7, 6"]
Tremaux,100,222,M100_1.mz,"[7, 8"]
Modified,100,30,M100_1.mz,"[7, 8"]
Tremaux,100,44,M100_1.mz,"[8, 7"]
Modified,100,40,M100_1.mz,"[8, 7"]
Tremaux,100,265,M100_1.mz,"[11, 13"]
Modified,100,35,M100_1.mz,"[11, 13"]
Tremaux,100,201,M100_1.mz,"[13, 3"]
Modified,100,61,M100_1.mz,"[13, 3"]
Tremaux,100,186,M100_1.mz,"[13, 14"]
Modified,100,202,M100_1.mz,"[13, 14"]
Tremaux,100,388,M100_1.mz,"[14, 1"]
Modified,100,58,M100_1.mz,"[14, 1"]
Tremaux,100,208,M100_10.mz,"[0, 13"]
Modified,100,156,M100_10.mz,"[0, 13"]
Tremaux,100,428,M100_10.mz,"[1, 0"]
Modified,100,396,M100_10.mz,"[1, 0"]
Tremaux,100,151,M100_10.mz,"[1, 11"]
Modified,100,143,M100_10.mz,"[1, 11"]
Tremaux,100,417,M100_10.mz,"[3, 1"]
Modified,100,379,M100_10.mz,"[3, 1"]
Tremaux,100,270,M100_10.mz,"[6, 7"]
Modified,100,284,M100_10.mz,"[6, 7"]
Tremaux,100,308,M100_10.mz,"[7, 6"]
Modified,100,286,M100_10.mz,"[7, 6"]
Tremaux,100,72,M100_10.mz,"[7, 8"]
Modified,100,48,M100_10.mz,"[7, 8"]
Tremaux,100,384,M100_10.mz,"[8, 7"]
Modified,100,76,M100_10.mz,"[8, 7"]
Tremaux,100,263,M100_10.mz,"[11, 13"]
Modified,100,103,M100_10.mz,"[11, 13"]
Tremaux,100,1,M100_10.mz,"[13, 3"]
Modified,100,1,M100_10.mz,"[13, 3"]
Tremaux,100,116,M100_10.mz,"[13, 14"]
Modified,100,106,M100_10.mz,"[13, 14"]
Tremaux,100,36,M100_10.mz,"[14, 1"]
Modified,100,4,M100_10.mz,"[14, 1"]
Tremaux,100,52,M100_2.mz,"[0, 13"]
Modified,100,46,M100_2.mz,"[0, 13"]
Tremaux,100,50,M100_2.mz,"[1, 0"]
Modified,100,98,M100_2.mz,"[1, 0"]
Tremaux,100,57,M100_2.mz,"[1, 11"]
Modified,100,41,M100_2.mz,"[1, 11"]
Tremaux,100,215,M100_2.mz,"[3, 1"]
Modified,100,97,M100_2.mz,"[3, 1"]
Tremaux,100,442,M100_2.mz,"[6, 7"]
Modified,100,6,M100_2.mz,"[6, 7"]
Tremaux,100,24,M100_2.mz,"[7, 6"]
Modified,100,8,M100_2.mz,"[7, 6"]
Tremaux,100,326,M100_2.mz,"[7, 8"]
Modified,100,120,M100_2.mz,"[7, 8"]
Tremaux,100,298,M100_2.mz,"[8, 7"]
Modified,100,8,M100_2.mz,"[8, 7"]
Tremaux,100,177,M100_2.mz,"[11, 13"]
Modified,100,67,M100_2.mz,"[11, 13"]
Tremaux,100,211,M100_2.mz,"[13, 3"]
Modified,100,101,M100_2.mz,"[13, 3"]
Tremaux,100,176,M100_2.mz,"[13, 14"]
Modified,100,136,M100_2.mz,"[13, 14"]
Tremaux,100,212,M100_2.mz,"[14, 1"]
Modified,100,72,M100_2.mz,"[14, 1"]
Tremaux,100,9,M100_3.mz,"[0, 13"]
Modified,100,5,M100_3.mz,"[0, 13"]
Tremaux,100,69,M100_3.mz,"[1, 0"]
Modified,100,115,M100_3.mz,"[1, 0"]
Tremaux,100,8,M100_3.mz,"[1, 11"]
Modified,100,4,M100_3.mz,"[1, 11"]
Tremaux,100,88,M100_3.mz,"[3, 1"]
Modified,100,120,M100_3.mz,"[3, 1"]
Tremaux,100,137,M100_3.mz,"[6, 7"]
Modified,100,109,M100_3.mz,"[6, 7"]
Tremaux,100,235,M100_3.mz,"[7, 6"]
Modified,100,67,M100_3.mz,"[7, 6"]
Tremaux,100,163,M100_3.mz,"[7, 8"]
Modified,100,147,M100_3.mz,"[7, 8"]
Tremaux,100,205,M100_3.mz,"[8, 7"]
Modified,100,85,M100_3.mz,"[8, 7"]
Tremaux,100,256,M100_3.mz,"[11, 13"]
Modified,100,252,M100_3.mz,"[11, 13"]
Tremaux,100,310,M100_3.mz,"[13, 3"]
Modified,100,74,M100_3.mz,"[13, 3"]
Tremaux,100,217,M100_3.mz,"[13, 14"]
Modified,100,59,M100_3.mz,"[13, 14"]
Tremaux,100,255,M100_3.mz,"[14, 1"]
Modified,100,85,M100_3.mz,"[14, 1"]
Tremaux,100,196,M100_4.mz,"[0, 13"]
Modified,100,76,M100_4.mz,"[0, 13"]
Tremaux,100,150,M100_4.mz,"[1, 0"]
Modified,100,104,M100_4.mz,"[1, 0"]
Tremaux,100,67,M100_4.mz,"[1, 11"]
Modified,100,85,M100_4.mz,"[1, 11"]
Tremaux,100,293,M100_4.mz,"[3, 1"]
Modified,100,93,M100_4.mz,"[3, 1"]
Tremaux,100,256,M100_4.mz,"[6, 7"]
Modified,100,76,M100_4.mz,"[6, 7"]
Tremaux,100,102,M100_4.mz,"[7, 6"]
Modified,100,100,M100_4.mz,"[7, 6"]
Tremaux,100,102,M100_4.mz,"[7, 8"]
Modified,100,342,M100_4.mz,"[7, 8"]
Tremaux,100,106,M100_4.mz,"[8, 7"]
Modified,100,344,M100_4.mz,"[8, 7"]
Tremaux,100,251,M100_4.mz,"[11, 13"]
Modified,100,253,M100_4.mz,"[11, 13"]
Tremaux,100,395,M100_4.mz,"[13, 3"]
Modified,100,51,M100_4.mz,"[13, 3"]
Tremaux,100,438,M100_4.mz,"[13, 14"]
Modified,100,256,M100_4.mz,"[13, 14"]
Tremaux,100,126,M100_4.mz,"[14, 1"]
Modified,100,378,M100_4.mz,"[14, 1"]
Tremaux,100,320,M100_5.mz,"[0, 13"]
Modified,100,144,M100_5.mz,"[0, 13"]
Tremaux,100,98,M100_5.mz,"[1, 0"]
Modified,100,52,M100_5.mz,"[1, 0"]
Tremaux,100,299,M100_5.mz,"[1, 11"]
Modified,100,147,M100_5.mz,"[1, 11"]
Tremaux,100,57,M100_5.mz,"[3, 1"]
Modified,100,59,M100_5.mz,"[3, 1"]
Tremaux,100,360,M100_5.mz,"[6, 7"]
Modified,100,160,M100_5.mz,"[6, 7"]
Tremaux,100,410,M100_5.mz,"[7, 6"]
Modified,100,30,M100_5.mz,"[7, 6"]
Tremaux,100,264,M100_5.mz,"[7, 8"]
Modified,100,64,M100_5.mz,"[7, 8"]
Tremaux,100,192,M100_5.mz,"[8, 7"]
Modified,100,216,M100_5.mz,"[8, 7"]
Tremaux,100,27,M100_5.mz,"[11, 13"]
Modified,100,257,M100_5.mz,"[11, 13"]
Tremaux,100,25,M100_5.mz,"[13, 3"]
Modified,100,23,M100_5.mz,"[13, 3"]
Tremaux,100,176,M100_5.mz,"[13, 14"]
Modified,100,12,M100_5.mz,"[13, 14"]
Tremaux,100,134,M100_5.mz,"[14, 1"]
Modified,100,120,M100_5.mz,"[14, 1"]
Tremaux,100,267,M100_6.mz,"[0, 13"]
Modified,100,275,M100_6.mz,"[0, 13"]
Tremaux,100,295,M100_6.mz,"[1, 0"]
Modified,100,229,M100_6.mz,"[1, 0"]
Tremaux,100,256,M100_6.mz,"[1, 11"]
Modified,100,276,M100_6.mz,"[1, 11"]
Tremaux,100,310,M100_6.mz,"[3, 1"]
Modified,100,232,M100_6.mz,"[3, 1"]
Tremaux,100,77,M100_6.mz,"[6, 7"]
Modified,100,9,M100_6.mz,"[6, 7"]
Tremaux,100,355,M100_6.mz,"[7, 6"]
Modified,100,67,M100_6.mz,"[7, 6"]
Tremaux,100,439,M100_6.mz,"[7, 8"]
Modified,100,79,M100_6.mz,"[7, 8"]
Tremaux,100,403,M100_6.mz,"[8, 7"]
Modified,100,17,M100_6.mz,"[8, 7"]
Tremaux,100,120,M100_6.mz,"[11, 13"]
Modified,100,94,M100_6.mz,"[11, 13"]
Tremaux,100,140,M100_6.mz,"[13, 3"]
Modified,100,366,M100_6.mz,"[13, 3"]
Tremaux,100,381,M100_6.mz,"[13, 14"]
Modified,100,373,M100_6.mz,"[13, 14"]
Tremaux,100,343,M100_6.mz,"[14, 1"]
Modified,100,257,M100_6.mz,"[14, 1"]
Tremaux,100,175,M100_7.mz,"[0, 13"]
Modified,100,235,M100_7.mz,"[0, 13"]
Tremaux,100,167,M100_7.mz,"[1, 0"]
Modified,100,167,M100_7.mz,"[1, 0"]
Tremaux,100,262,M100_7.mz,"[1, 11"]
Modified,100,220,M100_7.mz,"[1, 11"]
Tremaux,100,246,M100_7.mz,"[3, 1"]
Modified,100,160,M100_7.mz,"[3, 1"]
Tremaux,100,257,M100_7.mz,"[6, 7"]
Modified,100,203,M100_7.mz,"[6, 7"]
Tremaux,100,395,M100_7.mz,"[7, 6"]
Modified,100,17,M100_7.mz,"[7, 6"]
Tremaux,100,207,M100_7.mz,"[7, 8"]
Modified,100,197,M100_7.mz,"[7, 8"]
Tremaux,100,103,M100_7.mz,"[8, 7"]
Modified,100,33,M100_7.mz,"[8, 7"]
Tremaux,100,100,M100_7.mz,"[11, 13"]
Modified,100,46,M100_7.mz,"[11, 13"]
Tremaux,100,106,M100_7.mz,"[13, 3"]
Modified,100,32,M100_7.mz,"[13, 3"]
Tremaux,100,121,M100_7.mz,"[13, 14"]
Modified,100,63,M100_7.mz,"[13, 14"]
Tremaux,100,59,M100_7.mz,"[14, 1"]
Modified,100,29,M100_7.mz,"[14, 1"]
Tremaux,100,412,M100_8.mz,"[0, 13"]
Modified,100,18,M100_8.mz,"[0, 13"]
Tremaux,100,104,M100_8.mz,"[1, 0"]
Modified,100,48,M100_8.mz,"[1, 0"]
Tremaux,100,435,M100_8.mz,"[1, 11"]
Modified,100,9,M100_8.mz,"[1, 11"]
Tremaux,100,85,M100_8.mz,"[3, 1"]
Modified,100,63,M100_8.mz,"[3, 1"]
Tremaux,100,156,M100_8.mz,"[6, 7"]
Modified,100,156,M100_8.mz,"[6, 7"]
Tremaux,100,28,M100_8.mz,"[7, 6"]
Modified,100,130,M100_8.mz,"[7, 6"]
Tremaux,100,172,M100_8.mz,"[7, 8"]
Modified,100,12,M100_8.mz,"[7, 8"]
Tremaux,100,316,M100_8.mz,"[8, 7"]
Modified,100,132,M100_8.mz,"[8, 7"]
Tremaux,100,59,M100_8.mz,"[11, 13"]
Modified,100,181,M100_8.mz,"[11, 13"]
Tremaux,100,327,M100_8.mz,"[13, 3"]
Modified,100,71,M100_8.mz,"[13, 3"]
Tremaux,100,296,M100_8.mz,"[13, 14"]
Modified,100,92,M100_8.mz,"[13, 14"]
Tremaux,100,332,M100_8.mz,"[14, 1"]
Modified,100,102,M100_8.mz,"[14, 1"]
Tremaux,100,9,M100_9.mz,"[0, 13"]
Modified,100,9,M100_9.mz,"[0, 13"]
Tremaux,100,85,M100_9.mz,"[1, 0"]
Modified,100,47,M100_9.mz,"[1, 0"]
Tremaux,100,0,M100_9.mz,"[1, 11"]
Modified,100,0,M100_9.mz,"[1, 11"]
Tremaux,100,170,M100_9.mz,"[3, 1"]
Modified,100,56,M100_9.mz,"[3, 1"]
Tremaux,100,315,M100_9.mz,"[6, 7"]
Modified,100,309,M100_9.mz,"[6, 7"]
Tremaux,100,211,M100_9.mz,"[7, 6"]
Modified,100,191,M100_9.mz,"[7, 6"]
Tremaux,100,307,M100_9.mz,"[7, 8"]
Modified,100,13,M100_9.mz,"[7, 8"]
Tremaux,100,289,M100_9.mz,"[8, 7"]
Modified,100,205,M100_9.mz,"[8, 7"]
Tremaux,100,368,M100_9.mz,"[11, 13"]
Modified,100,18,M100_9.mz,"[11, 13"]
Tremaux,100,74,M100_9.mz,"[13, 3"]
Modified,100,216,M100_9.mz,"[13, 3"]
Tremaux,100,61,M100_9.mz,"[13, 14"]
Modified,100,51,M100_9.mz,"[13, 14"]
Tremaux,100,113,M100_9.mz,"[14, 1"]
Modified,100,77,M100_9.mz,"[14, 1"]
